銘柄コード,銘柄名,市場区分,セクター,有効
6730,アクセル,スタンダード,電気機器,1
6731,ピクセラ,スタンダード,電気機器,1
6734,ニューテック,スタンダード,電気機器,1
6736,サン電子,スタンダード,電気機器,1
6737,ＥＩＺＯ,プライム,電気機器,1
6740,ジャパンディスプレイ,プライム,電気機器,1
6741,日本信号,プライム,電気機器,1
6742,京三製作所,プライム,電気機器,1
6743,大同信号,スタンダード,電気機器,1
6744,能美防災,プライム,電気機器,1
6745,ホーチキ,プライム,電気機器,1
6748,星和電機,スタンダード,電気機器,1
6750,エレコム,プライム,電気機器,1
6752,パナソニック　ホールディングス,プライム,電気機器,1
6753,シャープ,プライム,電気機器,1
6754,アンリツ,プライム,電気機器,1
6757,ＯＳＧコーポレーション,スタンダード,電気機器,1
6758,ソニーグループ,プライム,電気機器,1
6762,ＴＤＫ,プライム,電気機器,1
6763,帝国通信工業,プライム,電気機器,1
6768,タムラ製作所,プライム,電気機器,1
6769,ザインエレクトロニクス,スタンダード,電気機器,1
6770,アルプスアルパイン,プライム,電気機器,1
6771,池上通信機,スタンダード,電気機器,1
6772,東京コスモス電機,スタンダード,電気機器,1
6775,ＴＢグループ,スタンダード,電気機器,1
6776,天昇電気工業,スタンダード,化学,1
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード,電気機器,1
6778,アルチザネットワークス,スタンダード,電気機器,1
6779,日本電波工業,プライム,電気機器,1
6785,鈴木,プライム,電気機器,1
6786,ＲＶＨ,スタンダード,サービス業,1
6787,メイコー,プライム,電気機器,1
6788,日本トリム,プライム,電気機器,1
6794,フォスター電機,プライム,電気機器,1
6797,名古屋電機工業,スタンダード,電気機器,1
6798,ＳＭＫ,プライム,電気機器,1
6800,ヨコオ,プライム,電気機器,1
6803,ティアック,スタンダード,電気機器,1
6804,ホシデン,プライム,電気機器,1
6806,ヒロセ電機,プライム,電気機器,1
6807,日本航空電子工業,プライム,電気機器,1
6809,ＴＯＡ,プライム,電気機器,1
6810,マクセル,プライム,電気機器,1
6814,古野電気,プライム,電気機器,1
6817,スミダコーポレーション,プライム,電気機器,1
6819,伊豆シャボテンリゾート,スタンダード,サービス業,1
6820,アイコム,プライム,電気機器,1
6822,大井電気,スタンダード,電気機器,1
6823,リオン,プライム,電気機器,1
6824,新コスモス電機,スタンダード,電気機器,1
6832,アオイ電子,スタンダード,電気機器,1
6834,精工技研,スタンダード,電気機器,1
6835,アライドテレシスホールディングス,スタンダード,電気機器,1
6836,ぷらっとホーム,スタンダード,電気機器,1
6837,京写,スタンダード,電気機器,1
6838,多摩川ホールディングス,スタンダード,電気機器,1
6840,ＡＫＩＢＡホールディングス,スタンダード,電気機器,1
6841,横河電機,プライム,電気機器,1
6844,新電元工業,プライム,電気機器,1
6845,アズビル,プライム,電気機器,1
6848,東亜ディーケーケー,スタンダード,電気機器,1
6849,日本光電工業,プライム,電気機器,1
6850,チノー,プライム,電気機器,1
6853,共和電業,スタンダード,電気機器,1
6855,日本電子材料,スタンダード,電気機器,1
6856,堀場製作所,プライム,電気機器,1
6857,アドバンテスト,プライム,電気機器,1
6858,小野測器,スタンダード,電気機器,1
6859,エスペック,プライム,電気機器,1
6861,キーエンス,プライム,電気機器,1
6862,ミナトホールディングス,スタンダード,電気機器,1
6863,ニレコ,スタンダード,電気機器,1
6864,エヌエフホールディングス,スタンダード,電気機器,1
6866,日置電機,プライム,電気機器,1
6867,リーダー電子,スタンダード,電気機器,1
6869,シスメックス,プライム,電気機器,1
6870,日本フェンオール,スタンダード,電気機器,1
6871,日本マイクロニクス,プライム,電気機器,1
6874,協立電機,スタンダード,電気機器,1
6875,メガチップス,プライム,電気機器,1
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,スタンダード,電気機器,1
6882,三社電機製作所,スタンダード,電気機器,1
6888,アクモス,スタンダード,情報・通信業,1
6890,フェローテック,スタンダード,電気機器,1
6894,パルステック工業,スタンダード,電気機器,1
6897,ツインバード,スタンダード,電気機器,1
6898,トミタ電機,スタンダード,電気機器,1
6899,ＡＳＴＩ,スタンダード,電気機器,1
6901,澤藤電機,スタンダード,電気機器,1
6902,デンソー,プライム,輸送用機器,1
6904,原田工業,スタンダード,電気機器,1
6905,コーセル,プライム,電気機器,1
6907,ジオマテック,スタンダード,電気機器,1
6908,イリソ電子工業,プライム,電気機器,1
6912,菊水ホールディングス,スタンダード,電気機器,1
6914,オプテックスグループ,プライム,電気機器,1
6915,千代田インテグレ,スタンダード,電気機器,1
6918,アバールデータ,スタンダード,電気機器,1
6919,ケル,スタンダード,電気機器,1
6920,レーザーテック,プライム,電気機器,1
6923,スタンレー電気,プライム,電気機器,1
6925,ウシオ電機,プライム,電気機器,1
6926,岡谷電機産業,スタンダード,電気機器,1
6927,ヘリオス　テクノ　ホールディング,スタンダード,電気機器,1
6928,エノモト,スタンダード,電気機器,1
6929,日本セラミック,プライム,電気機器,1
6932,遠藤照明,スタンダード,電気機器,1
6937,古河電池,プライム,電気機器,1
6941,山一電機,プライム,電気機器,1
6942,ソフィアホールディングス,スタンダード,情報・通信業,1
6943,ＮＫＫスイッチズ,スタンダード,電気機器,1
6946,日本アビオニクス,スタンダード,電気機器,1
6947,図研,プライム,電気機器,1
6951,日本電子,プライム,電気機器,1
6952,カシオ計算機,プライム,電気機器,1
6954,ファナック,プライム,電気機器,1
6955,ＦＤＫ,スタンダード,電気機器,1
6957,芝浦電子,スタンダード,電気機器,1
6958,日本シイエムケイ,プライム,電気機器,1
6960,フクダ電子,スタンダード,電気機器,1
6961,エンプラス,プライム,電気機器,1
6962,大真空,プライム,電気機器,1
6963,ローム,プライム,電気機器,1
6964,サンコー,スタンダード,電気機器,1
6965,浜松ホトニクス,プライム,電気機器,1
6966,三井ハイテック,プライム,電気機器,1
6969,松尾電機,スタンダード,電気機器,1
6971,京セラ,プライム,電気機器,1
6976,太陽誘電,プライム,電気機器,1
6977,日本抵抗器製作所,スタンダード,電気機器,1
6981,村田製作所,プライム,電気機器,1
6982,リード,スタンダード,輸送用機器,1
6986,双葉電子工業,プライム,電気機器,1
6988,日東電工,プライム,化学,1
6989,北陸電気工業,スタンダード,電気機器,1
6993,大黒屋ホールディングス,スタンダード,小売業,1
6994,指月電機製作所,スタンダード,電気機器,1
6995,東海理化電機製作所,プライム,輸送用機器,1
6996,ニチコン,プライム,電気機器,1
6997,日本ケミコン,プライム,電気機器,1
6998,日本タングステン,スタンダード,電気機器,1
6999,ＫＯＡ,プライム,電気機器,1
7003,三井Ｅ＆Ｓ,プライム,機械,1
7004,カナデビア,プライム,機械,1
7011,三菱重工業,プライム,機械,1
7012,川崎重工業,プライム,輸送用機器,1
7013,ＩＨＩ,プライム,機械,1
7014,名村造船所,スタンダード,輸送用機器,1
7018,内海造船,スタンダード,輸送用機器,1
7021,ニッチツ,スタンダード,機械,1
7022,サノヤスホールディングス,スタンダード,機械,1
7030,スプリックス,スタンダード,サービス業,1
7031,インバウンドテック,グロース,サービス業,1
7033,マネジメントソリューションズ,プライム,サービス業,1
7034,プロレド・パートナーズ,プライム,サービス業,1
7035,ａｎｄ　ｆａｃｔｏｒｙ,スタンダード,サービス業,1
7036,イーエムネットジャパン,グロース,サービス業,1
7037,テノ．ホールディングス,スタンダード,サービス業,1
7038,フロンティア・マネジメント,プライム,サービス業,1
7039,ブリッジインターナショナルグループ,グロース,サービス業,1
7040,サン・ライフホールディング,スタンダード,サービス業,1
7041,ＣＲＧホールディングス,グロース,サービス業,1
7042,アクセスグループ・ホールディングス,スタンダード,サービス業,1
7043,アルー,グロース,サービス業,1
7044,ピアラ,スタンダード,サービス業,1
7046,ＴＤＳＥ,グロース,サービス業,1
7047,ポート,グロース,サービス業,1
7048,ベルトラ,グロース,サービス業,1
7049,識学,グロース,サービス業,1
7050,フロンティアインターナショナル,グロース,サービス業,1
7057,エヌ・シー・エヌ,スタンダード,サービス業,1
7058,共栄セキュリティーサービス,スタンダード,サービス業,1
7059,コプロ・ホールディングス,プライム,サービス業,1
7060,ギークス,スタンダード,サービス業,1
7061,日本ホスピスホールディングス,グロース,サービス業,1
7062,フレアス,グロース,サービス業,1
7063,Ｂｉｒｄｍａｎ,グロース,サービス業,1
7064,ハウテレビジョン,グロース,サービス業,1
7065,ユーピーアール,スタンダード,サービス業,1
7066,ピアズ,グロース,サービス業,1
7067,ブランディングテクノロジー,グロース,サービス業,1
7068,フィードフォースグループ,グロース,サービス業,1
7069,サイバー・バズ,グロース,サービス業,1
7071,アンビスホールディングス,プライム,サービス業,1
7072,インティメート・マージャー,グロース,サービス業,1
7073,ジェイック,グロース,サービス業,1
7074,トゥエンティーフォーセブンホールディングス,グロース,サービス業,1
7075,ＱＬＳホールディングス,グロース,サービス業,1
7077,ＡＬｉＮＫインターネット,グロース,サービス業,1
7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,グロース,サービス業,1
7079,ＷＤＢココ,グロース,サービス業,1
7080,スポーツフィールド,グロース,サービス業,1
7081,コーユーレンティア,スタンダード,サービス業,1
7082,ジモティー,グロース,サービス業,1
7083,ＡＨＣグループ,グロース,サービス業,1
7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,グロース,サービス業,1
7085,カーブスホールディングス,プライム,サービス業,1
